0;1;watt2,0,Left;watt4,0
0;2;watt2,1,Left;watt4,0
0;3;watt2,2,Left;watt4,0
3;4;watt1,0,Bottom;watt4,0;watt2,2,Left
3;5;watt1,1,Bottom;watt4,0;watt2,2,Left
3;6;watt1,2,Bottom;watt4,0;watt2,2,Left
3;7;watt1,3,Bottom;watt4,0;watt2,2,Left
3;8;watt1,4,Bottom;watt4,0;watt2,2,Left
3;9;watt1,5,Bottom;watt4,0;watt2,2,Left
3;10;watt1,6,Bottom;watt4,0;watt2,2,Left
3;11;watt1,7,Bottom;watt4,0;watt2,2,Left
3;12;watt1,0,Right;watt4,0;watt2,2,Left
3;13;watt1,1,Right;watt4,0;watt2,2,Left
3;14;watt1,2,Right;watt4,0;watt2,2,Left
3830;3875;watt3,1,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3830;3876;watt3,2,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3830;3877;watt3,3,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3830;3878;watt3,4,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3830;3879;watt3,5,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3830;3880;watt3,6,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3830;3881;watt3,7,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3881;3882;watt1,4,Bottom;watt5,0;watt2,1,Left
3881;3883;watt1,5,Bottom;watt5,0;watt2,1,Left
3881;3884;watt1,6,Bottom;watt5,0;watt2,1,Left
3881;3885;watt1,7,Bottom;watt5,0;watt2,1,Left
3881;3886;watt1,4,Right;watt5,0;watt2,1,Left
3881;3887;watt1,5,Right;watt5,0;watt2,1,Left
3881;3888;watt1,6,Right;watt5,0;watt2,1,Left
3888;3889;watt4,7,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3890;watt4,7,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3891;watt4,7,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3892;watt0,0,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3893;watt0,1,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3894;watt0,2,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3895;watt0,3,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3896;watt0,4,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3897;watt0,5,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3898;watt0,6,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3899;watt0,7,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3900;watt0,0,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3901;watt0,1,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3902;watt0,2,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3903;watt0,3,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3904;watt0,4,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3905;watt0,5,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3906;watt0,6,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3907;watt0,7,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3908;watt0,0,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3909;watt0,1,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3910;watt0,2,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3911;watt0,3,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3912;watt0,4,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3913;watt0,5,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3914;watt0,6,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3915;watt0,7,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3916;watt3,0,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3917;watt3,1,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3918;watt3,2,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3919;watt3,3,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3920;watt3,4,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3921;watt3,5,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3922;watt3,6,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3923;watt3,7,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3888;3924;watt3,0,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3925;watt3,1,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3926;watt3,2,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3927;watt3,3,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3928;watt3,4,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3929;watt3,5,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3930;watt3,6,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3931;watt3,7,Top;watt5,0;watt2,1,Left;watt1,6,Right
3888;3932;watt3,0,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3933;watt3,1,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3934;watt3,2,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3935;watt3,3,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3936;watt3,4,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3937;watt3,5,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3938;watt3,6,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3888;3939;watt3,7,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3939;3940;watt1,7,Bottom;watt5,0;watt2,1,Left
3939;3941;watt1,7,Right;watt5,0;watt2,1,Left
3941;3942;watt4,7,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3943;watt4,7,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3944;watt4,7,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3945;watt0,0,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3946;watt0,1,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3947;watt0,2,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3948;watt0,3,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3949;watt0,4,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3950;watt0,5,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3951;watt0,6,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3952;watt0,7,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3953;watt0,0,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3954;watt0,1,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3955;watt0,2,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3956;watt0,3,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3957;watt0,4,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3958;watt0,5,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3959;watt0,6,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3960;watt0,7,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3961;watt0,0,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3962;watt0,1,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3963;watt0,2,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3964;watt0,3,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3965;watt0,4,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3966;watt0,5,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3967;watt0,6,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3968;watt0,7,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3969;watt3,0,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3970;watt3,1,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3971;watt3,2,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3972;watt3,3,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3973;watt3,4,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3974;watt3,5,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3975;watt3,6,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3976;watt3,7,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3941;3977;watt3,0,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3978;watt3,1,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3979;watt3,2,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3980;watt3,3,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3981;watt3,4,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3982;watt3,5,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3983;watt3,6,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3984;watt3,7,Top;watt5,0;watt2,1,Left;watt1,7,Right
3941;3985;watt3,0,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3986;watt3,1,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3987;watt3,2,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3988;watt3,3,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3989;watt3,4,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3990;watt3,5,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3991;watt3,6,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3941;3992;watt3,7,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;3993;watt4,7,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;3994;watt4,7,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;3995;watt4,7,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;3996;watt0,0,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;3997;watt0,1,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;3998;watt0,2,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;3999;watt0,3,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4000;watt0,4,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4001;watt0,5,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4002;watt0,6,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4003;watt0,7,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4004;watt0,0,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4005;watt0,1,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4006;watt0,2,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4007;watt0,3,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4008;watt0,4,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4009;watt0,5,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4010;watt0,6,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4011;watt0,7,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4012;watt0,0,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4013;watt0,1,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4014;watt0,2,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4015;watt0,3,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4016;watt0,4,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4017;watt0,5,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4018;watt0,6,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4019;watt0,7,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4020;watt3,0,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4021;watt3,1,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4022;watt3,2,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4023;watt3,3,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4024;watt3,4,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4025;watt3,5,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4026;watt3,6,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4027;watt3,7,Bottom;watt5,0;watt2,1,Left;watt1,7,Right
3939;4028;watt3,0,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4029;watt3,1,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4030;watt3,2,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4031;watt3,3,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4032;watt3,4,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4033;watt3,5,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4034;watt3,6,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4035;watt3,7,Top;watt5,0;watt2,1,Left;watt1,7,Right
3939;4036;watt3,0,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4037;watt3,1,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4038;watt3,2,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4039;watt3,3,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4040;watt3,4,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4041;watt3,5,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4042;watt3,6,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3939;4043;watt3,7,Parallel;watt5,0;watt2,1,Left;watt1,7,Right
3881;4044;watt4,7,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4045;watt4,7,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4046;watt4,7,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4047;watt0,0,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4048;watt0,1,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4049;watt0,2,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4050;watt0,3,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4051;watt0,4,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4052;watt0,5,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4053;watt0,6,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4054;watt0,7,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4055;watt0,0,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4056;watt0,1,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4057;watt0,2,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4058;watt0,3,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4059;watt0,4,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4060;watt0,5,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4061;watt0,6,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4062;watt0,7,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4063;watt0,0,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4064;watt0,1,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4065;watt0,2,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4066;watt0,3,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4067;watt0,4,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4068;watt0,5,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4069;watt0,6,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4070;watt0,7,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4071;watt3,0,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4072;watt3,1,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4073;watt3,2,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4074;watt3,3,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4075;watt3,4,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4076;watt3,5,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4077;watt3,6,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4078;watt3,7,Bottom;watt5,0;watt2,1,Left;watt1,6,Right
3881;4079;watt3,0,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4080;watt3,1,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4081;watt3,2,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4082;watt3,3,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4083;watt3,4,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4084;watt3,5,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4085;watt3,6,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4086;watt3,7,Top;watt5,0;watt2,1,Left;watt1,6,Right
3881;4087;watt3,0,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4088;watt3,1,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4089;watt3,2,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4090;watt3,3,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4091;watt3,4,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4092;watt3,5,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4093;watt3,6,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3881;4094;watt3,7,Parallel;watt5,0;watt2,1,Left;watt1,6,Right
3814;4095;watt0,0,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4096;watt0,1,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4097;watt0,2,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4098;watt0,3,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4099;watt0,4,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4100;watt0,5,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4101;watt0,6,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4102;watt0,7,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4103;watt0,0,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4104;watt0,1,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4105;watt0,2,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4106;watt0,3,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4107;watt0,4,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4108;watt0,5,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4109;watt0,6,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4110;watt0,7,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4111;watt0,0,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4112;watt0,1,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4113;watt0,2,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4114;watt0,3,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4115;watt0,4,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4116;watt0,5,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4117;watt0,6,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4118;watt0,7,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4119;watt3,0,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4120;watt3,1,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4121;watt3,2,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4122;watt3,3,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4123;watt3,4,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4124;watt3,5,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4125;watt3,6,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4126;watt3,7,Bottom;watt5,0;watt2,1,Left;watt1,3,Right
3814;4127;watt3,0,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4128;watt3,1,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4129;watt3,2,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4130;watt3,3,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4131;watt3,4,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4132;watt3,5,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4133;watt3,6,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4134;watt3,7,Top;watt5,0;watt2,1,Left;watt1,3,Right
3814;4135;watt3,0,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4136;watt3,1,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4137;watt3,2,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4138;watt3,3,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4139;watt3,4,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4140;watt3,5,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4141;watt3,6,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
3814;4142;watt3,7,Parallel;watt5,0;watt2,1,Left;watt1,3,Right
4142;4143;watt2,2,Left;watt5,0
4142;4144;watt2,3,Left;watt5,0
4144;4145;watt4,7,Bottom;watt5,0;watt2,3,Left
4144;4146;watt4,7,Right;watt5,0;watt2,3,Left
4144;4147;watt4,7,Top;watt5,0;watt2,3,Left
4144;4148;watt4,7,Parallel;watt5,0;watt2,3,Left
4144;4149;watt1,0,Bottom;watt5,0;watt2,3,Left
4144;4150;watt1,1,Bottom;watt5,0;watt2,3,Left
4144;4151;watt1,2,Bottom;watt5,0;watt2,3,Left
4144;4152;watt1,3,Bottom;watt5,0;watt2,3,Left
4144;4153;watt1,4,Bottom;watt5,0;watt2,3,Left
4144;4154;watt1,5,Bottom;watt5,0;watt2,3,Left
4144;4155;watt1,6,Bottom;watt5,0;watt2,3,Left
4144;4156;watt1,7,Bottom;watt5,0;watt2,3,Left
4144;4157;watt1,0,Right;watt5,0;watt2,3,Left
4144;4158;watt1,1,Right;watt5,0;watt2,3,Left
4144;4159;watt1,2,Right;watt5,0;watt2,3,Left
4144;4160;watt1,3,Right;watt5,0;watt2,3,Left
4160;4161;watt4,7,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4162;watt4,7,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4163;watt4,7,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4164;watt0,0,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4165;watt0,1,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4166;watt0,2,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4167;watt0,3,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4168;watt0,4,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4169;watt0,5,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4170;watt0,6,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4171;watt0,7,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4172;watt0,0,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4173;watt0,1,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4174;watt0,2,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4175;watt0,3,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4176;watt0,4,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4177;watt0,5,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4178;watt0,6,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4179;watt0,7,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4180;watt0,0,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4181;watt0,1,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4182;watt0,2,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4183;watt0,3,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4184;watt0,4,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4185;watt0,5,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4186;watt0,6,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4187;watt0,7,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4188;watt3,0,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4189;watt3,1,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4190;watt3,2,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4191;watt3,3,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4192;watt3,4,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4193;watt3,5,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4194;watt3,6,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4195;watt3,7,Bottom;watt5,0;watt2,3,Left;watt1,3,Right
4160;4196;watt3,0,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4197;watt3,1,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4198;watt3,2,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4199;watt3,3,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4200;watt3,4,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4201;watt3,5,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4202;watt3,6,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4203;watt3,7,Top;watt5,0;watt2,3,Left;watt1,3,Right
4160;4204;watt3,0,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4205;watt3,1,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4206;watt3,2,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4207;watt3,3,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4208;watt3,4,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4209;watt3,5,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4210;watt3,6,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4160;4211;watt3,7,Parallel;watt5,0;watt2,3,Left;watt1,3,Right
4211;4212;watt1,4,Bottom;watt5,0;watt2,3,Left
4211;4213;watt1,5,Bottom;watt5,0;watt2,3,Left
4211;4214;watt1,6,Bottom;watt5,0;watt2,3,Left
4211;4215;watt1,7,Bottom;watt5,0;watt2,3,Left
4211;4216;watt1,4,Right;watt5,0;watt2,3,Left
4211;4217;watt1,5,Right;watt5,0;watt2,3,Left
4211;4218;watt1,6,Right;watt5,0;watt2,3,Left
4218;4219;watt4,7,Bottom;watt5,0;watt2,3,Left;watt1,6,Right
